"0x8b0890","Chapter Number Pointer","Object Type","Palette","Tile Configuration","Map","Tile Animation 1","Tile Animation 2","Triggerable Map Changes","Fog of War sight level (0 = No fog)","Battle Preparations","Save Menu Chapter Name","Always Zero","Unknown","Unknown","Weather Condition","Battle tileset","Hard Mode Bonus levels (top nibble only)","Byte 22","Player Phase music","Enemy Phase music","NPC Phase music","##UNKNOWN##","Player Phase music 2","Enemy Phase music 2","NPC Phase music 2","##UNKNOWN##","Destructible Walls HP","##UNKNOWN##","Byte 62","Byte 63","Byte 64","Byte 65","Byte 66","Byte 67","##UNKNOWN##","Funds 1","Funds 2","Funds 3","Funds 4","##UNKNOWN##","Event Data Reference","Worldmap Chapter Prologue Scene","##UNKNOWN##","Prep Screen Chapter Number (multiply by 2, e.g. Ch 2x = 2.5*2 = 5)","##UNKNOWN##","No. of enemies left for Grasping at Victory","Chapter Title Display Fade-out","Status - Objective Text","Goal Window Text","Goal Window Information","Turns to count down to +1","Protect Character Marker","Tile Marker - X-Coordinate","Tile Marker - Y-Coordinate","##UNKNOWN##"
"0x32","0x81c3394","0x6c","0xa3","0x6e","0xb0","0x5","0x0","0xb1","0","0","0x32","0x0","0x1","0x0","0","0xe","0x44","0x2","0x12","0x17","0xf","0xf00170012","0xffff","0xffff","0xb","0xffffffff","50","0x8080808070707070606060605050505","0x0","0x64","0x0","0x64","0x0","0x64","0x28002800280028003c003c003c003c0050005000500050006400","1060","1060","1060","1060","0x1920192","0xb2","0x31","0x0","10","0xffff00","1","0x1","0x1c0","0x19e","0x1","0","0x0","255","0","0x9"
"0x33","0x81c3398","0x6c","0xa3","0x6e","0xb3","0x5","0x0","0xb4","0","0","0x33","0x0","0x1","0x0","0","0xe","0x44","0x2","0x12","0x17","0xf","0xf00170012","0xffff","0xffff","0xb","0xffffffff","50","0x8080808070707070606060605050505","0x0","0x64","0x0","0x64","0x0","0x64","0x28002800280028003c003c003c003c0050005000500050006400","1060","1060","1060","1060","0x1930193","0xb5","0x32","0x0","12","0xffff00","1","0x1","0x1c0","0x19e","0x1","0","0x0","255","0","0x9"
"0x34","0x81c339c","0x6c","0xa3","0x6e","0xb6","0x5","0x0","0xb7","0","0","0x34","0x0","0x1","0x0","0","0xe","0x44","0x2","0x12","0x17","0xf","0xf00170012","0xffff","0xffff","0xb","0xffffffff","50","0x8080808070707070606060605050505","0x0","0x64","0x0","0x64","0x0","0x64","0x28002800280028003c003c003c003c0050005000500050006400","1060","1060","1060","1060","0x1940194","0xb8","0x33","0x0","14","0xffff00","1","0x1","0x1c0","0x19e","0x1","0","0x0","255","0","0x9"
"0x35","0x81c33a0","0x18","0xb9","0x1a","0xba","0x1c","0x0","0xbb","0","0","0x35","0x0","0x1","0x0","0","0xe","0x44","0x2","0x12","0x17","0xf","0xf00170012","0xffff","0xffff","0xb","0xffffffff","50","0x8080808070707070606060605050505","0x0","0x64","0x0","0x64","0x0","0x64","0x28002800280028003c003c003c003c0050005000500050006400","1060","1060","1060","1060","0x1950195","0xbc","0x34","0x0","16","0xffff00","1","0x1","0x1c0","0x19e","0x1","0","0x0","255","0","0x9"
"0x36","0x81c33a4","0x50","0x51","0x52","0xbd","0x0","0x54","0xbe","0","0","0x36","0x0","0x1","0x0","0","0x2","0x44","0x2","0x12","0x17","0xf","0xf00170012","0xffff","0xffff","0xb","0xffffffff","50","0x8080808070707070606060605050505","0x0","0x64","0x0","0x64","0x0","0x64","0x28002800280028003c003c003c003c0050005000500050006400","1060","1060","1060","1060","0x1960196","0xbf","0x35","0x0","18","0xffff00","1","0x1","0x1c0","0x19e","0x1","0","0x0","255","0","0x9"
"0x37","0x81c33a8","0x6c","0xa3","0x6e","0xc0","0x5","0x0","0xc1","0","0","0x37","0x0","0x1","0x0","0","0xe","0x44","0x2","0x12","0x17","0xf","0xf00170012","0xffff","0xffff","0xb","0xffffffff","50","0x8080808070707070606060605050505","0x0","0x64","0x0","0x64","0x0","0x64","0x28002800280028003c003c003c003c0050005000500050006400","1060","1060","1060","1060","0x1970197","0xc2","0x36","0x0","20","0xffff00","1","0x1","0x1c0","0x19e","0x1","0","0x0","255","0","0x9"
"0x38","0x81c33ac","0x1","0x2","0x3","0xc3","0x5","0x0","0xc4","0","0","0x38","0x0","0x1","0x0","0","0xe","0x34","0x2","0x9","0x13","0xf","0xf00130009","0xffff","0xffff","0xb","0xffffffff","50","0x8080808070707070606060605050505","0x0","0x64","0x0","0x64","0x0","0x64","0x28002800280028003c003c003c003c0050005000500050006400","1060","1060","1060","1060","0x1980198","0xc5","0x37","0x0","0","0xffff00","0","0x1","0x1c0","0x19e","0x1","0","0x0","255","0","0x9"
"0x39","0x81c33b0","0x1","0x2","0x3","0xc6","0x5","0x0","0xc7","0","0","0x39","0x0","0x1","0x0","0","0x0","0x34","0x2","0xd","0x15","0xf","0xf0015000d","0xffff","0xffff","0xb","0xffffffff","50","0x8080808070707070606060605050505","0x0","0x64","0x0","0x64","0x0","0x64","0x28002800280028003c003c003c003c0050005000500050006400","1060","1060","1060","1060","0x1990199","0xc8","0x38","0x0","0","0xffff00","1","0x0","0x1c0","0x19e","0x1","0","0x0","255","0","0x1d"
"0x3a","0x81c3380","0x3c","0x68","0x3e","0xc9","0x0","0x0","0x0","0","0","0x0","0x0","0x1","0x0","0","0x0","0x34","0x2","0xffff","0xffff","0xffff","0xffffffffffff","0xffff","0xffff","0xffff","0xffffffff","50","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0","0","0","0","0x0","0x0","0x0","0x0","0","0xffff00","0","0x0","0x0","0x0","0x0","0","0x0","255","0","0x0"
"0x3b","0x81c33b4","0xe","0xf","0x10","0xca","0x12","0x0","0x0","0","0","0x0","0x0","0x1","0x0","0","0x4","0x34","0x2","0x9","0x13","0xf","0xf00130009","0xffff","0xffff","0xb","0xffffffff","50","0x8080808070707070606060605050505","0x0","0x64","0x0","0x64","0x0","0x64","0x28002800280028003c003c003c003c0050005000500050006400","1060","1060","1060","1060","0x0","0xcb","0x0","0x0","0","0xffff00","0","0x0","0x1c0","0x19e","0x1","0","0x0","255","0","0x9"
"0x3c","0x81c33b8","0x1","0x2","0x3","0xcc","0x5","0x0","0x0","0","0","0x0","0x0","0x1","0x0","0","0x4","0x34","0x2","0x9","0x13","0xf","0xf00130009","0xffff","0xffff","0xb","0xffffffff","50","0x8080808070707070606060605050505","0x0","0x64","0x0","0x64","0x0","0x64","0x28002800280028003c003c003c003c0050005000500050006400","1060","1060","1060","1060","0x0","0xcd","0x0","0x0","0","0xffff00","0","0x0","0x1c0","0x19e","0x1","0","0x0","255","0","0x9"
"0x3d","0x81c33bc","0x3c","0xce","0x3e","0xcf","0x0","0x0","0xd0","3","0","0x3d","0x0","0x1","0x0","0","0xa","0x34","0x2","0x11","0x18","0xf","0xf00180011","0xffff","0xffff","0xb","0xffffffff","50","0x8080808070707070606060605050505","0x0","0x64","0x0","0x64","0x0","0x64","0x28002800280028003c003c003c003c0050005000500050006400","1060","1060","1060","1060","0x19a019a","0xd1","0x39","0x0","22","0xffff00","1","0x0","0x1ae","0x19e","0x1","0","0x0","255","0","0x1a"
"0x3e","0x81c33c4","0xe","0x72","0x10","0xd2","0xd3","0x0","0xd4","3","0","0x3e","0x0","0x1","0x0","0","0x8","0x34","0x2","0x11","0x18","0xf","0xf00180011","0xffff","0xffff","0xb","0xffffffff","50","0x8080808070707070606060605050505","0x0","0x64","0x0","0x64","0x0","0x64","0x28002800280028003c003c003c003c0050005000500050006400","1060","1060","1060","1060","0x19b019b","0xd5","0x3a","0x0","22","0xffff00","1","0x1","0x1bc","0x19e","0x1","0","0x0","255","0","0x8"
"0x3f","0x81c3380","0x1","0x2","0x3","0xd6","0x5","0x0","0x0","0","0","0x0","0x0","0x1","0x0","0","0x0","0x0","0x0","0xffff","0xffff","0xffff","0xffffffffffff","0xffff","0xffff","0xffff","0xffffffff","50","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0","0","0","0","0x0","0xc5","0x0","0x0","0","0xffff00","0","0x0","0x0","0x0","0x0","0","0x0","255","0","0x0"
"0x40","0x81c3380","0x1","0x2","0x3","0xd7","0x5","0x0","0x0","0","0","0x0","0x0","0x1","0x0","0","0x0","0x0","0x0","0xffff","0xffff","0xffff","0xffffffffffff","0xffff","0xffff","0xffff","0xffffffff","50","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0","0","0","0","0x0","0xc5","0x0","0x0","0","0xffff00","0","0x0","0x0","0x0","0x0","0","0x0","255","0","0x0"
"0x41","0x81c3380","0x2e","0x34","0x30","0xd8","0x0","0x0","0x0","0","0","0x0","0x0","0x1","0x0","0","0x0","0x0","0x0","0xffff","0xffff","0xffff","0xffffffffffff","0xffff","0xffff","0xffff","0xffffffff","50","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0","0","0","0","0x0","0xc5","0x0","0x0","0","0xffff00","0","0x0","0x0","0x0","0x0","0","0x0","255","0","0x0"
"0x42","0x81c3380","0x18","0x48","0x1a","0xd9","0x1c","0x0","0xda","0","0","0x0","0x0","0x1","0x0","0","0x0","0x0","0x0","0xffff","0xffff","0xffff","0xffffffffffff","0xffff","0xffff","0xffff","0xffffffff","50","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0","0","0","0","0x0","0xc5","0x0","0x0","0","0xffff00","0","0x0","0x0","0x0","0x0","0","0x0","255","0","0x0"
"0x43","0x81c3380","0x18","0x48","0x1a","0xdb","0x1c","0x0","0x0","0","0","0x0","0x0","0x1","0x0","0","0x0","0x0","0x0","0xffff","0xffff","0xffff","0xffffffffffff","0xffff","0xffff","0xffff","0xffffffff","50","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0","0","0","0","0x0","0xc5","0x0","0x0","0","0xffff00","0","0x0","0x0","0x0","0x0","0","0x0","255","0","0x0"
"0x44","0x81c3380","0x18","0x19","0x1a","0xdc","0x1c","0x0","0x0","0","0","0x0","0x0","0x1","0x0","0","0x0","0x0","0x0","0xffff","0xffff","0xffff","0xffffffffffff","0xffff","0xffff","0xffff","0xffffffff","50","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0","0","0","0","0x0","0xc5","0x0","0x0","0","0xffff00","0","0x0","0x0","0x0","0x0","0","0x0","255","0","0x0"
"0x45","0x81c3380","0x1","0x2","0x3","0xdd","0x5","0x0","0x0","0","0","0x0","0x0","0x1","0x0","0","0x0","0x0","0x0","0xffff","0xffff","0xffff","0xffffffffffff","0xffff","0xffff","0xffff","0xffffffff","50","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0","0","0","0","0x0","0xc5","0x0","0x0","0","0xffff00","0","0x0","0x0","0x0","0x0","0","0x0","255","0","0x0"
"0x46","0x81c3380","0x79","0x7a","0x7b","0xde","0x7d","0x0","0xdf","0","0","0x0","0x0","0x1","0x0","0","0x0","0x0","0x0","0xffff","0xffff","0xffff","0xffffffffffff","0xffff","0xffff","0xffff","0xffffffff","50","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0","0","0","0","0x0","0xc5","0x0","0x0","0","0xffff00","0","0x0","0x0","0x0","0x0","0","0x0","255","0","0x0"
"0x47","0x81c3380","0x18","0x48","0x1a","0xe0","0x1c","0x0","0xe1","0","0","0x0","0x0","0x1","0x0","0","0x0","0x0","0x0","0xffff","0xffff","0xffff","0xffffffffffff","0xffff","0xffff","0xffff","0xffffffff","50","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0","0","0","0","0x0","0xc5","0x0","0x0","0","0xffff00","0","0x0","0x0","0x0","0x0","0","0x0","255","0","0x0"
"0x48","0x81c3380","0x18","0x57","0x1a","0xe2","0x1c","0x0","0xe3","0","0","0x0","0x0","0x1","0x0","0","0x0","0x0","0x0","0xffff","0xffff","0xffff","0xffffffffffff","0xffff","0xffff","0xffff","0xffffffff","50","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0","0","0","0","0x0","0xc5","0x0","0x0","0","0xffff00","0","0x0","0x0","0x0","0x0","0","0x0","255","0","0x0"
"0x49","0x81c3380","0x1","0x2","0x3","0xe4","0x5","0x0","0x0","0","0","0x0","0x0","0x1","0x0","0","0x0","0x0","0x0","0xffff","0xffff","0xffff","0xffffffffffff","0xffff","0xffff","0xffff","0xffffffff","50","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0","0","0","0","0x0","0xc5","0x0","0x0","0","0xffff00","0","0x0","0x0","0x0","0x0","0","0x0","255","0","0x0"
"0x4a","0x81c3380","0x3c","0x68","0x3e","0xe5","0x0","0x0","0x0","0","0","0x0","0x0","0x1","0x0","0","0x0","0x0","0x0","0xffff","0xffff","0xffff","0xffffffffffff","0xffff","0xffff","0xffff","0xffffffff","50","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0","0","0","0","0x0","0xc5","0x0","0x0","0","0xffff00","0","0x0","0x0","0x0","0x0","0","0x0","255","0","0x0"
"0x4b","0x81c3380","0x79","0xe6","0x7b","0xe7","0x7d","0x0","0x0","0","0","0x0","0x0","0x1","0x0","0","0x0","0x0","0x0","0xffff","0xffff","0xffff","0xffffffffffff","0xffff","0xffff","0xffff","0xffffffff","50","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0","0","0","0","0x0","0xc5","0x0","0x0","0","0xffff00","0","0x0","0x0","0x0","0x0","0","0x0","255","0","0x0"
"0x4c","0x81c3380","0x1","0x2","0x3","0xe8","0x5","0x0","0x0","0","0","0x0","0x0","0x1","0x0","0","0x0","0x0","0x0","0xffff","0xffff","0xffff","0xffffffffffff","0xffff","0xffff","0xffff","0xffffffff","50","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0","0","0","0","0x0","0xc5","0x0","0x0","0","0xffff00","0","0x0","0x0","0x0","0x0","0","0x0","255","0","0x0"
"0x4d","0x81c3380","0x79","0x7a","0x7b","0xe9","0x7d","0x0","0x0","0","0","0x0","0x0","0x1","0x0","0","0x0","0x0","0x0","0xffff","0xffff","0xffff","0xffffffffffff","0xffff","0xffff","0xffff","0xffffffff","50","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0","0","0","0","0x0","0xc5","0x0","0x0","0","0xffff00","0","0x0","0x0","0x0","0x0","0","0x0","255","0","0x0"
"0x4e","0x81c3380","0xe","0xea","0x10","0xeb","0x12","0x0","0x0","0","0","0x0","0x0","0x1","0x0","0","0x0","0x0","0x0","0xffff","0xffff","0xffff","0xffffffffffff","0xffff","0xffff","0xffff","0xffffffff","50","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0","0","0","0","0x0","0xc5","0x0","0x0","0","0xffff00","0","0x0","0x0","0x0","0x0","0","0x0","255","0","0x0"
